id,definition,duration,publishedAt,channelId,channelTitle,snippet.thumbnails.default.url,snippet.title,statistics.commentCount,statistics.dislikeCount,likeCount,statistics.viewCount,Channel_country,channel_description,channel_localized.description,channel_localized.title,channel_publishedAt,channel_thumbnails.default.url,channel_title,channel_commentCount,channel_subscriberCount,channel_videoCount,channel_viewCount
N1gE3iB2q8U,hd,PT2M6S,2017-02-04T17:25:02.000Z,UCdJsHZHD9Y4A0aV9xBBZnLw,FM CG,https://i.ytimg.com/vi/N1gE3iB2q8U/default.jpg,bodybuilding || indian || workout || delhi university || 2K17||,2,3,19,6025,0,सीखे और समझे,सीखे और समझे,FM CG,2016-11-15T17:31:08.000Z,https://yt3.ggpht.com/-Xq6fJIC8-Is/AAAAAAAAAAI/AAAAAAAAAAA/MPKpeiZL82Y/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,FM CG,0,0,10,6818
EF6XnnnCGW8,hd,PT17M17S,2017-04-11T19:45:10.000Z,UCmaqzK94PwSEDET8HEQ_pTQ,Generation Iron Fitness & Bodybuilding Network,https://i.ytimg.com/vi/EF6XnnnCGW8/default.jpg,What Is Scientifically The Best Bodybuilding Workout For Mass Muscle? | Straight Facts,66,25,553,27035,0,"Welcome to the Generation Iron Fitness Network. The number one source for everything bodybuilding. Providing exclusive original content that continues to merge strength, fitness, and entertainment for the new generation of bodybuilders and fitness enthusiasts. The GI Fitness Network is your one stop channel for workout videos, news, and entertainment that understands the fundamental aspect of fitness - the desire for more. To be the absolute best possible you.

The Generation Iron Fitness Network brings cinematic production value to the constantly growing industry of bodybuilding and fitness. Providing a wide variety of brand new digital series - such as GI Weekly, Iron Cinema, No Flex Zone, and East Coast Mecca - connecting you even deeper into the world of bodybuilding.

Subscribe and become a member of the greatest generation in fitness history:

Generation Iron. Join the movement.","Welcome to the Generation Iron Fitness Network. The number one source for everything bodybuilding. Providing exclusive original content that continues to merge strength, fitness, and entertainment for the new generation of bodybuilders and fitness enthusiasts. The GI Fitness Network is your one stop channel for workout videos, news, and entertainment that understands the fundamental aspect of fitness - the desire for more. To be the absolute best possible you.

The Generation Iron Fitness Network brings cinematic production value to the constantly growing industry of bodybuilding and fitness. Providing a wide variety of brand new digital series - such as GI Weekly, Iron Cinema, No Flex Zone, and East Coast Mecca - connecting you even deeper into the world of bodybuilding.

Subscribe and become a member of the greatest generation in fitness history:

Generation Iron. Join the movement.",Generation Iron Fitness & Bodybuilding Network,2012-05-08T15:38:02.000Z,https://yt3.ggpht.com/-ZZAjVnFbX_Q/AAAAAAAAAAI/AAAAAAAAAAA/8FMLbTUCjLQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Generation Iron Fitness & Bodybuilding Network,0,113758,780,24639573
A1nvMFQIIxk,hd,PT4M13S,2017-01-13T06:20:52.000Z,UCHpu91a19yyLzqgO9DwdMIQ,BodybuildingPro,https://i.ytimg.com/vi/A1nvMFQIIxk/default.jpg,Morgan Aste - The Biggest Bodybuilder To Ever Walk This Earth,2106,1179,8659,1985554,0,Amazing bodybuilding channel!,Amazing bodybuilding channel!,BodybuildingPro,2016-01-21T17:02:32.000Z,https://yt3.ggpht.com/-S_k6u7EyCoc/AAAAAAAAAAI/AAAAAAAAAAA/-RCzYmqxr-A/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BodybuildingPro,0,177941,114,108500096
Kn7c0zYAtkA,hd,PT9M52S,2017-05-07T11:52:49.000Z,UCPxMZIFE856tbTfdkdjzTSQ,BeerBiceps,https://i.ytimg.com/vi/Kn7c0zYAtkA/default.jpg,Bodybuilding to Bollywood - The Sahil Khan Story | BeerBiceps Bollywood Fitness,232,66,1795,49389,IN,"BeerBiceps by Ranveer Allahbadia is your ultimate Indian YouTube channel for everything from fitness to food habits to life coaching. I did start off as an Indian fitness and cooking channel, because they were my two biggest passions. But over the course of running the channel, I discovered my third passion - helping people. Now BeerBiceps has become the ultimate Indian lifestyle channel, in my eyes. 

Life Hacks (Life advice, motivation, men's fashion, positivity, lifestyle) on Tuesdays 
Fitness (Workouts, Diet & Health advice) on Thursdays & Sundays

BeerBiceps - YouTube's first India Specific fitness, health, lifestyle & motivation channel for BOTH men & women.","BeerBiceps by Ranveer Allahbadia is your ultimate Indian YouTube channel for everything from fitness to food habits to life coaching. I did start off as an Indian fitness and cooking channel, because they were my two biggest passions. But over the course of running the channel, I discovered my third passion - helping people. Now BeerBiceps has become the ultimate Indian lifestyle channel, in my eyes. 

Life Hacks (Life advice, motivation, men's fashion, positivity, lifestyle) on Tuesdays 
Fitness (Workouts, Diet & Health advice) on Thursdays & Sundays

BeerBiceps - YouTube's first India Specific fitness, health, lifestyle & motivation channel for BOTH men & women.",BeerBiceps,2014-12-21T18:03:23.000Z,https://yt3.ggpht.com/-yaKwuDpl6qM/AAAAAAAAAAI/AAAAAAAAAAA/UAGCn5e6bZg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BeerBiceps,0,177004,210,10439436
Hd2U4qanvQk,hd,PT4M43S,2017-01-18T19:05:12.000Z,UCBZ_FipjV1hrExi9uDWesGA,MUSCLEMORPH,https://i.ytimg.com/vi/Hd2U4qanvQk/default.jpg,Top 5 BIGGEST and Best BODYBUILDERS from INDIA !!!,3,5,25,8245,NL,Your Link to the Fitness Industry! ✔,Your Link to the Fitness Industry! ✔,MUSCLEMORPH,2016-03-21T22:39:38.000Z,https://yt3.ggpht.com/-MoIABK4IWZU/AAAAAAAAAAI/AAAAAAAAAAA/bEQfJFBsq0I/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,MUSCLEMORPH,0,5422,66,3435633
2ooaEm-Y-RI,hd,PT4M24S,2017-01-10T08:22:27.000Z,UC9woIfoNidZ8DfVhGQ1013w,Health Talkies,https://i.ytimg.com/vi/2ooaEm-Y-RI/default.jpg,Sahil Khan's Gym Bodybuilding Workout Tips,150,599,5397,942066,0,0,0,Health Talkies,2015-08-19T11:30:55.000Z,https://yt3.ggpht.com/-bLU-QAbcRtM/AAAAAAAAAAI/AAAAAAAAAAA/yZDjQpKQ_zg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Health Talkies,0,8593,32,1719043
55-L9E9a2M0,sd,PT6M25S,2017-01-20T14:44:26.000Z,UC76i_NFcn7qCCPCWkfpkGQA,Hindi Remedy,https://i.ytimg.com/vi/55-L9E9a2M0/default.jpg,10 important bodybuilding tips in hindi,69,273,1962,319945,0,0,0,Hindi Remedy,2015-07-25T17:13:28.000Z,https://yt3.ggpht.com/-8V5blOydKCc/AAAAAAAAAAI/AAAAAAAAAAA/cw7ucXO_DP4/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Hindi Remedy,0,3484,7,348737
vsSCe5bkNW0,hd,PT14M56S,2017-01-18T17:10:06.000Z,UCStBh-4jGS4AHDQIKckXrFQ,HARDGAINER CREW,https://i.ytimg.com/vi/vsSCe5bkNW0/default.jpg,Bodybuilder Meets Ballett,468,106,5295,185888,DE,"wir sind die HARDGAINER CREW 
ein herz für bodybuilder","wir sind die HARDGAINER CREW 
ein herz für bodybuilder",HARDGAINER CREW,2016-03-17T16:46:25.000Z,https://yt3.ggpht.com/-MKkg3taEtdA/AAAAAAAAAAI/AAAAAAAAAAA/Mcx0jwDoRkQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,HARDGAINER CREW,0,108626,53,11376601
Zd87x5IPmW4,hd,PT9M1S,2017-03-30T15:58:29.000Z,UC0eKRQJy3ETWyQd_xnU-3sw,ALWAYS MASSIVE • MOTIVATION,https://i.ytimg.com/vi/Zd87x5IPmW4/default.jpg,THE GOLDEN ERA OF BODYBUILDING • 2017 Retro Motivation,125,56,1257,103026,0,"MOTIVATIONAL VIDEOS!!! Bodybuilding, Powerlifting, Strongman, MMA & life in general! 

'Here's to the crazy ones... the misfits, the rebels, the troublemakers, the round pegs in the square holes.
We're supposed to be different, folks. 
And when people look at us... believe in yourself.'
---------------------------------------------------------------------------------------
This is for the dreamchasers.
-----------------------------------------------

If you have got any problems with any of my uploads, 
or if you want to get in contact with me, just send an email to: 
alwaysmassive@web.de","MOTIVATIONAL VIDEOS!!! Bodybuilding, Powerlifting, Strongman, MMA & life in general! 

'Here's to the crazy ones... the misfits, the rebels, the troublemakers, the round pegs in the square holes.
We're supposed to be different, folks. 
And when people look at us... believe in yourself.'
---------------------------------------------------------------------------------------
This is for the dreamchasers.
-----------------------------------------------

If you have got any problems with any of my uploads, 
or if you want to get in contact with me, just send an email to: 
alwaysmassive@web.de",ALWAYS MASSIVE • MOTIVATION,2014-03-12T20:09:11.000Z,https://yt3.ggpht.com/-a9wA2mtvewk/AAAAAAAAAAI/AAAAAAAAAAA/3r4_0Lbe0kQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,ALWAYS MASSIVE • MOTIVATION,0,25483,144,5725110
Hh7tAB2jfH8,hd,PT2M48S,2017-04-03T12:47:50.000Z,UC_ArBsYspQEQeCZEtHCCXVg,slavvs,https://i.ytimg.com/vi/Hh7tAB2jfH8/default.jpg,Bodybuilding Motivation 2017 HD - BE  HUMBLE,13,18,552,61056,BG,Email : slavvslavov@gmail.com,Email : slavvslavov@gmail.com,slavvs,2010-05-31T14:36:45.000Z,https://yt3.ggpht.com/-t185UXAY9Lg/AAAAAAAAAAI/AAAAAAAAAAA/-huCl-1J-A8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,slavvs,8,76092,66,33030073
mJEp0I3Zecc,sd,PT44M25S,2017-02-22T20:03:38.000Z,UCdldQgTSx4VtzLit44ELn2Q,Doku Wolf,https://i.ytimg.com/vi/mJEp0I3Zecc/default.jpg,Bodybuilding - die Folgen von Anabolika - Dokumentation 2017,26,73,38,19296,DE,"Hi, ich bin Doku Wolf und versuche euch mit den besten und interessantesten Dokumentationen zu unterhalten. Außerdem sammelt dieser Kanal Einnahmen für wohltätige Zwecke. Das Geld geht an die Organisation ""Deutsches Komitee für Unicef"". Mit dem Geld werden in Burundi (Afrika), Menschen mit Lebensmittel versorgt und es werden wahrscheinlich nächstes Jahr neue Unterkünfte gebaut. Ich hoffe mein Kanal hat euer Interesse geweckt wenn JA dann abonnieren wenn NEIN dann trotzdem abonnieren ;)","Hi, ich bin Doku Wolf und versuche euch mit den besten und interessantesten Dokumentationen zu unterhalten. Außerdem sammelt dieser Kanal Einnahmen für wohltätige Zwecke. Das Geld geht an die Organisation ""Deutsches Komitee für Unicef"". Mit dem Geld werden in Burundi (Afrika), Menschen mit Lebensmittel versorgt und es werden wahrscheinlich nächstes Jahr neue Unterkünfte gebaut. Ich hoffe mein Kanal hat euer Interesse geweckt wenn JA dann abonnieren wenn NEIN dann trotzdem abonnieren ;)",Doku Wolf,2016-01-14T21:41:52.000Z,https://yt3.ggpht.com/-Udab5Fnr8N0/AAAAAAAAAAI/AAAAAAAAAAA/BhdSux8yqxU/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Doku Wolf,0,2136,20,332842
LNcRzr4eiNM,hd,PT1M29S,2017-03-16T13:01:20.000Z,UCU5pQWmxvxqRP5u-SdoV8rQ,Movie Talkies,https://i.ytimg.com/vi/LNcRzr4eiNM/default.jpg,Prabhas & Rana Daggubati's GYM Body Building Workout Pic's For Baahubali 2,18,215,950,586400,IN,"The Official You Tube Channel of Movie Talkies - Its All about Movies. Get latest videos on your favourite Bollywood Celebs and catch them on all the events around you. 
Subscribe us to get more gossip and news about your Bollywood star","The Official You Tube Channel of Movie Talkies - Its All about Movies. Get latest videos on your favourite Bollywood Celebs and catch them on all the events around you. 
Subscribe us to get more gossip and news about your Bollywood star",Movie Talkies,2008-12-10T11:08:46.000Z,https://yt3.ggpht.com/-JlSkl61eTAA/AAAAAAAAAAI/AAAAAAAAAAA/9GIVwnEyVH8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Movie Talkies,48,0,13893,1267518306
Sou12pLJFCc,hd,PT13M13S,2017-02-28T05:07:45.000Z,UCU3juAek2IQClkV7eUw-a2w,MY BOLLYWOOD BODY,https://i.ytimg.com/vi/Sou12pLJFCc/default.jpg,| DAY 1| Bodybuilding for BEGINNERS! (Hindi / Punjabi),208,66,3037,119748,CA,"""I just want a perfect body"" Doesn't this sound familiar?.... BEEN THERE, DONE THAT!  

Subscribe to our channel for tips on workouts, nutrition, supplements and bodybuilding.

Follow us, and we will get you in your dream body  !! Sachi Muchi !!","""I just want a perfect body"" Doesn't this sound familiar?.... BEEN THERE, DONE THAT!  

Subscribe to our channel for tips on workouts, nutrition, supplements and bodybuilding.

Follow us, and we will get you in your dream body  !! Sachi Muchi !!",MY BOLLYWOOD BODY,2015-04-18T02:42:32.000Z,https://yt3.ggpht.com/-qeeL2Nenof8/AAAAAAAAAAI/AAAAAAAAAAA/L4tKep5h7eY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,MY BOLLYWOOD BODY,0,538295,297,41499525
HNb5vowkiXs,hd,PT3M27S,2017-03-26T16:46:06.000Z,UClOLJaDx4UT24h9x0UJ3b9w,JerichoDMZ,https://i.ytimg.com/vi/HNb5vowkiXs/default.jpg,Bodybuilding motivation - ITS IN YOU,43,64,1463,147174,CZ,"Bodybuilding motivation! Professional videos every week!
""If it is important to you, you will find a way. If not, you'll find an excuse."" 
#Bodybuilding
CONTACT for video editing: productionjericho@gmail.com","Bodybuilding motivation! Professional videos every week!
""If it is important to you, you will find a way. If not, you'll find an excuse."" 
#Bodybuilding
CONTACT for video editing: productionjericho@gmail.com",JerichoDMZ,2014-04-03T18:10:53.000Z,https://yt3.ggpht.com/-VKu7JzmuOCM/AAAAAAAAAAI/AAAAAAAAAAA/_B-f3KCjwN8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,JerichoDMZ,0,121519,179,42291001
JXC2CMrlbas,hd,PT3M15S,2017-05-07T16:55:21.000Z,UClOLJaDx4UT24h9x0UJ3b9w,JerichoDMZ,https://i.ytimg.com/vi/JXC2CMrlbas/default.jpg,Bodybuilding motivation - THINK BIG,30,22,894,57704,CZ,"Bodybuilding motivation! Professional videos every week!
""If it is important to you, you will find a way. If not, you'll find an excuse."" 
#Bodybuilding
CONTACT for video editing: productionjericho@gmail.com","Bodybuilding motivation! Professional videos every week!
""If it is important to you, you will find a way. If not, you'll find an excuse."" 
#Bodybuilding
CONTACT for video editing: productionjericho@gmail.com",JerichoDMZ,2014-04-03T18:10:53.000Z,https://yt3.ggpht.com/-VKu7JzmuOCM/AAAAAAAAAAI/AAAAAAAAAAA/_B-f3KCjwN8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,JerichoDMZ,0,121519,179,42291001
YkX9p01sops,sd,PT1M43S,2017-03-07T05:23:45.000Z,UCX85PPfkpuzAzgvmhNpeGrQ,SADDAM,https://i.ytimg.com/vi/YkX9p01sops/default.jpg,Body Builders Caught Fighting with Bouncers during Body Building Championship in Jaipur NEW,4,15,72,30647,0,0,0,SADDAM,2012-12-10T08:14:22.000Z,https://yt3.ggpht.com/-MZw0jykEZz4/AAAAAAAAAAI/AAAAAAAAAAA/m1L4McScYuc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,SADDAM,0,84,16,31896
uZyDT_ByGtQ,hd,PT3M38S,2017-03-28T14:30:03.000Z,UCFMFYU4YCZ0X0oft8AawOcg,Williams Fitness,https://i.ytimg.com/vi/uZyDT_ByGtQ/default.jpg,Sylvester Stallone of Bodybuilding,157,778,983,448581,GB,"""Home Of The Gainz""  
 - 💥 Motivation an Inspiration 💥
 🏆Home of The Gainz🏆 
👊Then & Now Series 👊
Contact Info:
For business enquiries Email : Enquiries@williamsfitness.co.uk","""Home Of The Gainz""  
 - 💥 Motivation an Inspiration 💥
 🏆Home of The Gainz🏆 
👊Then & Now Series 👊
Contact Info:
For business enquiries Email : Enquiries@williamsfitness.co.uk",Williams Fitness,2016-02-28T15:55:57.000Z,https://yt3.ggpht.com/-EZgwlml4ntI/AAAAAAAAAAI/AAAAAAAAAAA/vJANFL3gwjI/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Williams Fitness,0,16177,343,9210263
AJlKzLupHEk,hd,PT10M11S,2017-01-22T13:08:12.000Z,UCpq_nnMQ3uuGngxypk1PIXA,Strong World Fanatics,https://i.ytimg.com/vi/AJlKzLupHEk/default.jpg,EAT LIKE A MONSTER TO GROW // Bodybuilding Motivation 2017 // FUEL THE MUSCLES,197,265,2273,548682,US,"Do You Love Bodybuilding, Powerlifting, Strongmen or fitness related stuff ??
Are you a Strong World Fanatic ??
If yes then LIKE, SHARE AND SUBSCRIBE !!!

Follow on social medias for regular updates !!!
Instagram - https://www.instagram.com/strongworldfanatics
Twitter - https://twitter.com/FanaticsFibo
Facebook - https://www.facebook.com/fibofanatics/
Donate to Keep the Channel alive - https://www.paypal.me/StrongWorldFanatics","Do You Love Bodybuilding, Powerlifting, Strongmen or fitness related stuff ??
Are you a Strong World Fanatic ??
If yes then LIKE, SHARE AND SUBSCRIBE !!!

Follow on social medias for regular updates !!!
Instagram - https://www.instagram.com/strongworldfanatics
Twitter - https://twitter.com/FanaticsFibo
Facebook - https://www.facebook.com/fibofanatics/
Donate to Keep the Channel alive - https://www.paypal.me/StrongWorldFanatics",Strong World Fanatics,2016-05-22T06:26:26.000Z,https://yt3.ggpht.com/-9R3Duk5BT08/AAAAAAAAAAI/AAAAAAAAAAA/ve3GzcbAHgk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Strong World Fanatics,0,0,398,1680881
I_3s88SzgBQ,sd,PT3M25S,2017-01-21T16:00:02.000Z,UCZcrrn88bozb4i-jPNuzUYg,PK Motivation,https://i.ytimg.com/vi/I_3s88SzgBQ/default.jpg,Bodybuilding Motivation - OBSESSED 2017,7,1,155,21373,0,0,0,PK Motivation,2015-01-23T10:44:00.000Z,https://yt3.ggpht.com/-SyXtKLe3cZU/AAAAAAAAAAI/AAAAAAAAAAA/QI78I24XuW8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,PK Motivation,0,4715,272,1705272
JttxseulPmE,hd,PT6M4S,2017-03-25T11:30:03.000Z,UCSwoeX760nKvK3mQmU-dOdQ,Bodybuilding motivation,https://i.ytimg.com/vi/JttxseulPmE/default.jpg,BODYBUILDING MOTIVATION - EAT BIG TO GET BIG !,18,21,329,45022,US,"Bodybuilding Motivation for You ! 
Get Motivated and Stay Motivated !
Professional Videos every Week ! 
Please Subscribe for more Videos !","Bodybuilding Motivation for You ! 
Get Motivated and Stay Motivated !
Professional Videos every Week ! 
Please Subscribe for more Videos !",Bodybuilding motivation,2016-12-02T07:09:52.000Z,https://yt3.ggpht.com/-_ZCEkv1QmfI/AAAAAAAAAAI/AAAAAAAAAAA/3c_ulICzJ5s/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Bodybuilding motivation,0,1502,30,567123
uWnj05WfFR4,hd,PT4M26S,2017-04-15T21:35:35.000Z,UCZG4svrVuICVjTfWrwmwRKg,B Motivation,https://i.ytimg.com/vi/uWnj05WfFR4/default.jpg,Motivação Bodybuilding - VITÓRIA,345,75,5413,139133,BR,"Canal motivacional de musculação - Vídeos profissionais em HD - ""Acredite em si próprio e chegará um dia em que os outros não terão outra escolha senão acreditar com você.""

CONTATO para edição de vídeo: leonardosevenhd@hotmail.com","Canal motivacional de musculação - Vídeos profissionais em HD - ""Acredite em si próprio e chegará um dia em que os outros não terão outra escolha senão acreditar com você.""

CONTATO para edição de vídeo: leonardosevenhd@hotmail.com",B Motivation,2012-07-15T22:45:03.000Z,https://yt3.ggpht.com/-WC1vu2F6_gU/AAAAAAAAAAI/AAAAAAAAAAA/evLfhPPtS7g/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,B Motivation,0,104873,38,12075627
z_cG9tu12x8,hd,PT44M45S,2017-02-19T11:00:04.000Z,UC6tsoWCxhBkc-XrfhDqyZ1A,TEAM-ANDRO.com,https://i.ytimg.com/vi/z_cG9tu12x8/default.jpg,Bodybuilder wird ENTHAART,349,757,1954,258121,DE,Bodybuilding & Fitness im Web - www.team-andro.com,Bodybuilding & Fitness im Web - www.team-andro.com,TEAM-ANDRO.com,2014-08-16T18:17:18.000Z,https://yt3.ggpht.com/-eYKsDK_vWgo/AAAAAAAAAAI/AAAAAAAAAAA/6N5elP707Mc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,TEAM-ANDRO.com,0,55168,581,18826632
IkRwOdryJjg,sd,PT2M22S,2017-03-07T06:13:05.000Z,UCcZ3hStc-XsTDKgTkk_Gd7A,THE MUMBAI FAST,https://i.ytimg.com/vi/IkRwOdryJjg/default.jpg,Bodybuilders Fight At Jaipur.,0,4,5,5233,0,0,0,THE MUMBAI FAST,2016-11-29T17:07:56.000Z,https://yt3.ggpht.com/-9pbHfXxdAs8/AAAAAAAAAAI/AAAAAAAAAAA/zmAkIsYcyyc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,THE MUMBAI FAST,0,109,24,26509
8ohQmyRlaYc,hd,PT4M29S,2017-01-20T01:00:05.000Z,UCwJc6ArrOHSdNA7_I7NziIA,TrueGymahOlics,https://i.ytimg.com/vi/8ohQmyRlaYc/default.jpg,PERFECT PHYSIQUE | GOLDEN ERA | BODYBUILDING MOTIVATION,132,88,1509,167600,0,"this  channel is dedicated to those who want to change their body and by that their live. i will try to bring the latest and the best videos and advice about  fitness & bodybuilding training and motivation 
please subscribe to my channel and don't forget to like my videos","this  channel is dedicated to those who want to change their body and by that their live. i will try to bring the latest and the best videos and advice about  fitness & bodybuilding training and motivation 
please subscribe to my channel and don't forget to like my videos",TrueGymahOlics,2016-04-07T15:15:05.000Z,https://yt3.ggpht.com/-vTsf3kcpRLo/AAAAAAAAAAI/AAAAAAAAAAA/O8jeOfECCwk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,TrueGymahOlics,0,0,143,817227
